#NET=AH,STA=ANQ,MINCC=0.80,XYFILE=AH.ANQ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BJ|XBZ|40|-12.33|7.46|-11.77|3.65|2009-10-04T10:58:00Z|2010-04-11T02:19:00Z
BJ|XBZ|5|1.54|23.15|6.72|12.50|2010-04-11T09:40:00Z|2010-04-30T23:11:00Z
BJ|XBZ|4|-19.07|33.36|-32.02|11.93|2010-05-05T16:29:00Z|2010-05-27T17:14:00Z
BJ|XBZ|9|4.29|28.59|16.97|13.98|2010-05-31T19:51:00Z|2010-07-18T05:56:00Z
BJ|XBZ|98|-12.68|5.13|-12.10|3.84|2010-07-18T13:04:00Z|2011-11-05T01:49:00Z
BJ|XBZ|151|1.96|5.45|2.68|4.58|2011-11-09T19:23:00Z|2013-09-02T04:30:00Z
BJ|XBZ||||||2013-09-02T04:30:00Z|NULL
#NET=BJ,STA=XIJ,MINCC=0.80,XYFILE=BJ.XIJ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BJ|XIJ|3|47.95|8.07|52.31|0.86|2012-04-14T22:05:00Z|2013-02-06T00:07:00Z
BJ|XIJ|2|44.09|8.50|44.09|8.91|2013-03-24T04:18:00Z|2013-04-14T01:32:00Z
BJ|XIJ|1|44.07|NA|44.07|0.00|2013-04-16T10:44:00Z|2013-04-16T10:44:00Z
BJ|XIJ|1|49.95|NA|49.95|0.00|2013-04-16T22:55:00Z|2013-04-16T22:55:00Z
BJ|XIJ|1|49.21|NA|49.21|0.00|2013-08-30T16:25:00Z|2013-08-30T16:25:00Z
BJ|XIJ|0|NA|NA|NA|NA|NA|2013-08-30T16:25:00Z
BJ|XIJ||||||2013-08-30T16:25:00Z|NULL
#NET=BJ,STA=ZHT,MINCC=0.80,XYFILE=BJ.ZHT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BJ|ZHT|105|3.22|8.31|3.97|3.85|2007-08-26T12:37:00Z|2008-06-15T01:13:00Z
BJ|ZHT|1|-4.53|NA|-4.53|0.00|2008-06-21T11:36:00Z|2008-06-21T11:36:00Z
BJ|ZHT|372|4.31|6.14|5.01|4.19|2008-06-22T07:22:00Z|2012-09-03T06:49:00Z
BJ|ZHT|1|7.64|NA|7.64|0.00|2012-09-03T18:23:00Z|2012-09-03T18:23:00Z
BJ|ZHT|79|3.88|5.17|4.62|4.70|2012-09-05T13:09:00Z|2013-08-31T06:38:00Z
BJ|ZHT||||||2013-08-31T06:38:00Z|NULL
#NET=BU,STA=BDH,MINCC=0.80,XYFILE=BU.BDH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|BDH|135|-5.19|11.60|-4.68|4.95|2007-09-12T11:10:00Z|2009-07-01T21:10:00Z
BU|BDH|1|-13.89|NA|-13.89|0.00|2009-07-06T14:53:00Z|2009-07-06T14:53:00Z
BU|BDH|16|-9.68|15.48|-5.07|6.18|2009-07-07T19:11:00Z|2009-10-04T10:58:00Z
BU|BDH|128|-1.16|14.87|-2.88|6.15|2009-10-07T21:41:00Z|2011-04-24T23:07:00Z
BU|BDH|1|-5.99|NA|-5.99|0.00|2011-05-05T16:57:00Z|2011-05-05T16:57:00Z
BU|BDH|133|0.01|8.30|0.16|5.09|2011-05-10T08:55:00Z|2013-09-01T11:52:00Z
BU|BDH||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=BJT,MINCC=0.80,XYFILE=BU.BJT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|BJT|2|-16.46|22.52|-16.46|23.61|2009-05-16T18:22:00Z|2009-05-26T00:49:00Z
BU|BJT|173|0.69|5.61|0.86|4.37|2009-05-29T06:20:00Z|2010-12-15T11:29:00Z
BU|BJT|1|3.99|NA|3.99|0.00|2010-12-18T05:06:00Z|2010-12-18T05:06:00Z
BU|BJT|265|-0.07|5.26|0.35|4.34|2010-12-20T18:41:00Z|2013-09-02T04:30:00Z
BU|BJT||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=CDT,MINCC=0.80,XYFILE=BU.CDT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|CDT|82|-134.85|5.04|-134.50|4.43|2010-01-02T08:45:00Z|2010-12-02T03:12:00Z
BU|CDT|5|-89.22|62.50|-115.91|8.63|2010-12-21T14:07:00Z|2011-04-15T02:06:00Z
BU|CDT|75|3.07|6.94|4.49|5.35|2011-04-22T17:14:00Z|2012-04-23T21:21:00Z
BU|CDT|3|-6.09|13.57|-13.72|0.61|2012-04-24T14:57:00Z|2012-04-28T10:08:00Z
BU|CDT|104|1.61|6.41|2.70|4.79|2012-04-29T08:09:00Z|2013-09-02T04:30:00Z
BU|CDT||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=CHL,MINCC=0.80,XYFILE=BU.CHL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|CHL|25|-2.58|11.00|-1.34|6.75|2007-09-12T11:10:00Z|2007-11-02T12:40:00Z
BU|CHL|1|-2.78|NA|-2.78|0.00|2007-11-10T23:19:00Z|2007-11-10T23:19:00Z
BU|CHL|71|-4.67|8.49|-3.54|4.31|2007-11-12T00:25:00Z|2008-11-16T17:02:00Z
BU|CHL|1|-0.54|NA|-0.54|0.00|2008-11-28T08:50:00Z|2008-11-28T08:50:00Z
BU|CHL|171|-2.58|5.58|-2.16|4.69|2008-12-06T10:55:00Z|2010-10-25T22:59:00Z
BU|CHL|219|3.29|6.17|3.77|4.82|2010-11-03T23:34:00Z|2013-09-01T11:52:00Z
BU|CHL||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=DOH,MINCC=0.80,XYFILE=BU.DOH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|DOH|231|96.78|10.06|97.40|6.46|2007-09-20T08:31:00Z|2011-01-09T10:03:00Z
BU|DOH|5|-19.49|34.62|-4.64|7.71|2011-01-09T17:21:00Z|2011-01-27T08:38:00Z
BU|DOH|1|-4.26|NA|-4.26|0.00|2011-02-02T00:38:00Z|2011-02-02T00:38:00Z
BU|DOH|13|-7.71|23.12|-1.35|7.06|2011-02-06T11:21:00Z|2011-06-12T20:32:00Z
BU|DOH|1|0.80|NA|0.80|0.00|2011-06-13T14:31:00Z|2011-06-13T14:31:00Z
BU|DOH|105|1.14|5.00|1.57|4.64|2011-06-16T00:03:00Z|2013-09-01T11:52:00Z
BU|DOH||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=FHS,MINCC=0.80,XYFILE=BU.FHS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|FHS|53|-3.07|6.15|-3.31|6.30|2010-03-30T16:54:00Z|2010-12-25T13:16:00Z
BU|FHS|36|4.05|6.22|4.61|4.78|2011-01-09T17:21:00Z|2012-04-21T01:16:00Z
BU|FHS|84|-1.26|6.07|-0.99|5.72|2012-04-26T19:21:00Z|2013-09-01T11:52:00Z
BU|FHS||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=GUY,MINCC=0.80,XYFILE=BU.GUY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|GUY|145|-113.51|11.44|-114.13|4.21|2008-11-08T09:15:00Z|2011-03-07T00:09:00Z
BU|GUY|66|1.52|10.46|2.75|4.14|2011-03-10T17:08:00Z|2012-04-16T02:17:00Z
BU|GUY|1|-0.96|NA|-0.96|0.00|2012-04-20T22:19:00Z|2012-04-20T22:19:00Z
BU|GUY|71|2.73|10.49|1.38|5.93|2012-04-21T01:16:00Z|2013-08-21T04:43:00Z
BU|GUY|1|-0.10|NA|-0.10|0.00|2013-08-30T16:25:00Z|2013-08-30T16:25:00Z
BU|GUY|2|0.49|7.04|0.49|7.38|2013-08-31T06:38:00Z|2013-09-01T11:52:00Z
BU|GUY||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=HBZ,MINCC=0.80,XYFILE=BU.HBZ.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|HBZ|98|0.51|10.92|0.04|8.61|2007-11-10T23:19:00Z|2008-11-16T17:02:00Z
BU|HBZ|1|12.18|NA|12.18|0.00|2008-11-21T07:05:00Z|2008-11-21T07:05:00Z
BU|HBZ|151|2.81|8.64|3.32|7.55|2008-11-28T08:50:00Z|2010-09-30T03:45:00Z
BU|HBZ|1|-1.59|NA|-1.59|0.00|2010-10-08T03:26:00Z|2010-10-08T03:26:00Z
BU|HBZ|98|7.78|10.67|6.62|8.61|2010-10-16T15:44:00Z|2012-06-14T20:17:00Z
BU|HBZ|86|2.34|6.02|1.97|5.46|2012-06-23T04:34:00Z|2013-09-02T04:30:00Z
BU|HBZ||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=HUA,MINCC=0.80,XYFILE=BU.HUA.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|HUA|32|-23.23|14.41|-19.61|4.24|2007-11-12T00:25:00Z|2008-05-24T13:24:00Z
BU|HUA|1|-17.26|NA|-17.26|0.00|2008-05-25T19:18:00Z|2008-05-25T19:18:00Z
BU|HUA|2|20.81|46.36|20.81|48.60|2008-06-03T16:20:00Z|2008-06-22T07:22:00Z
BU|HUA|1|-25.35|NA|-25.35|0.00|2008-07-19T22:39:00Z|2008-07-19T22:39:00Z
BU|HUA|59|-19.31|11.02|-18.52|5.41|2008-07-25T00:29:00Z|2011-03-17T02:48:00Z
BU|HUA|114|3.45|4.82|3.70|4.23|2011-04-03T20:06:00Z|2013-09-01T11:52:00Z
BU|HUA||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=LAY,MINCC=0.80,XYFILE=BU.LAY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|LAY|30|-2.24|12.90|-1.00|4.44|2007-09-29T05:32:00Z|2008-03-24T07:02:00Z
BU|LAY|1|10.59|NA|10.59|0.00|2008-03-26T20:06:00Z|2008-03-26T20:06:00Z
BU|LAY|179|-0.53|8.43|0.22|3.69|2008-03-29T17:30:00Z|2012-06-14T20:17:00Z
BU|LAY|1|-1.07|NA|-1.07|0.00|2012-06-23T04:34:00Z|2012-06-23T04:34:00Z
BU|LAY|91|-0.12|5.26|0.29|3.97|2012-06-24T03:15:00Z|2013-09-02T04:30:00Z
BU|LAY||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=LBG,MINCC=0.80,XYFILE=BU.LBG.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|LBG|2|27.06|68.72|27.06|72.04|2007-09-12T13:02:00Z|2008-02-14T10:09:00Z
BU|LBG|3|13.79|70.55|14.48|103.07|2008-02-25T08:36:00Z|2008-09-08T18:52:00Z
BU|LBG|1|8.93|NA|8.93|0.00|2008-11-07T07:19:00Z|2008-11-07T07:19:00Z
BU|LBG|12|-10.20|26.05|0.14|14.25|2008-11-16T17:02:00Z|2009-10-31T19:09:00Z
BU|LBG|3|-28.74|31.24|-31.28|40.55|2009-11-29T12:29:00Z|2010-03-04T14:02:00Z
BU|LBG|124|2.50|10.29|2.73|6.15|2010-03-13T14:59:00Z|2013-09-01T11:52:00Z
BU|LBG||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=LQS,MINCC=0.80,XYFILE=BU.LQS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|LQS|350|-2.75|5.91|-2.43|5.27|2007-09-12T11:10:00Z|2010-11-03T23:34:00Z
BU|LQS|238|3.04|5.25|3.24|4.67|2010-11-16T01:39:00Z|2013-09-01T11:52:00Z
BU|LQS||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=MDY,MINCC=0.80,XYFILE=BU.MDY.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|MDY|50|12.58|11.22|12.78|7.07|2007-09-26T12:36:00Z|2008-08-06T22:41:00Z
BU|MDY|1|16.57|NA|16.57|0.00|2008-08-19T16:30:00Z|2008-08-19T16:30:00Z
BU|MDY|14|20.13|16.28|17.42|5.74|2008-08-30T06:54:00Z|2009-01-04T07:14:00Z
BU|MDY|1|16.47|NA|16.47|0.00|2009-01-06T22:48:00Z|2009-01-06T22:48:00Z
BU|MDY|63|14.20|10.23|15.19|7.74|2009-01-15T07:27:00Z|2010-12-21T14:07:00Z
BU|MDY|173|3.81|6.58|4.30|5.93|2010-12-23T14:00:00Z|2013-09-01T11:52:00Z
BU|MDY||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=NSC,MINCC=0.80,XYFILE=BU.NSC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|NSC|29|5.77|6.91|6.83|3.65|2010-04-17T23:15:00Z|2010-07-23T22:51:00Z
BU|NSC|3|18.20|11.56|14.80|9.00|2010-07-24T05:35:00Z|2010-07-29T07:31:00Z
BU|NSC|56|3.08|6.94|3.58|6.53|2010-07-30T03:56:00Z|2011-08-20T16:55:00Z
BU|NSC|2|9.50|19.17|9.50|20.10|2011-08-20T18:19:00Z|2011-08-22T20:12:00Z
BU|NSC|168|0.30|4.26|0.16|3.94|2011-08-30T06:57:00Z|2013-09-01T11:52:00Z
BU|NSC||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=QSD,MINCC=0.80,XYFILE=BU.QSD.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|QSD|2|-98.12|30.68|-98.12|32.17|2009-01-19T03:35:00Z|2009-01-22T20:16:00Z
BU|QSD|1|-132.84|NA|-132.84|0.00|2009-01-26T19:11:00Z|2009-01-26T19:11:00Z
BU|QSD|9|-124.06|12.19|-128.64|2.43|2009-02-11T17:34:00Z|2009-04-15T17:47:00Z
BU|QSD|3|-95.04|6.34|-92.72|3.75|2009-04-15T20:01:00Z|2009-05-16T18:22:00Z
BU|QSD|1|-48.99|NA|-48.99|0.00|2009-05-29T19:51:00Z|2009-05-29T19:51:00Z
BU|QSD|0|NA|NA|NA|NA|NA|2009-05-29T19:51:00Z
BU|QSD||||||2009-05-29T19:51:00Z|NULL
#NET=BU,STA=SFS,MINCC=0.80,XYFILE=BU.SFS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|SFS|186|-2.55|12.14|-1.67|7.05|2007-09-12T11:10:00Z|2010-04-17T23:15:00Z
BU|SFS|10|4.27|34.31|2.87|16.89|2010-04-24T07:41:00Z|2010-06-26T09:50:00Z
BU|SFS|1|-7.82|NA|-7.82|0.00|2010-07-02T06:04:00Z|2010-07-02T06:04:00Z
BU|SFS|24|-5.73|19.46|-2.78|8.38|2010-07-10T11:43:00Z|2010-09-07T00:57:00Z
BU|SFS|1|-4.38|NA|-4.38|0.00|2010-09-29T17:10:00Z|2010-09-29T17:10:00Z
BU|SFS|213|2.43|9.89|2.16|6.00|2010-10-08T03:26:00Z|2013-09-02T04:30:00Z
BU|SFS||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=SHC,MINCC=0.80,XYFILE=BU.SHC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|SHC|49|-1.79|10.55|-3.13|5.13|2007-11-10T23:19:00Z|2008-08-13T18:30:00Z
BU|SHC|1|0.03|NA|0.03|0.00|2008-08-19T16:30:00Z|2008-08-19T16:30:00Z
BU|SHC|23|15.30|7.13|16.63|6.09|2008-08-28T12:37:00Z|2009-07-13T10:52:00Z
BU|SHC|35|28.37|7.90|29.06|7.15|2009-07-15T20:10:00Z|2011-03-07T00:09:00Z
BU|SHC|96|5.32|6.08|5.27|3.77|2011-04-03T14:07:00Z|2012-04-21T01:16:00Z
BU|SHC|122|1.73|5.77|2.38|4.33|2012-04-24T14:57:00Z|2013-09-01T11:52:00Z
BU|SHC||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=SZL,MINCC=0.80,XYFILE=BU.SZL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|SZL|8|-15.02|28.30|-5.48|3.28|2007-09-12T11:10:00Z|2007-09-29T17:24:00Z
BU|SZL|1|-7.23|NA|-7.23|0.00|2007-09-30T02:08:00Z|2007-09-30T02:08:00Z
BU|SZL|81|-7.30|14.21|-5.35|7.61|2007-10-02T18:00:00Z|2009-11-09T16:02:00Z
BU|SZL|12|-44.45|36.85|-23.53|28.98|2009-11-22T07:48:00Z|2010-10-12T10:21:00Z
BU|SZL|81|-6.07|6.14|-7.60|6.49|2010-10-16T15:44:00Z|2011-11-14T04:05:00Z
BU|SZL|123|1.46|5.46|1.81|3.84|2011-11-15T23:42:00Z|2013-09-01T11:52:00Z
BU|SZL||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=TAS,MINCC=0.80,XYFILE=BU.TAS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|TAS|8|-91.00|43.45|-101.92|10.93|2010-12-02T03:12:00Z|2011-03-26T22:49:00Z
BU|TAS|196|3.87|6.79|3.75|5.92|2011-04-01T13:29:00Z|2013-09-02T04:30:00Z
BU|TAS||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=TST,MINCC=0.80,XYFILE=BU.TST.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|TST|49|176.56|13.73|175.64|4.91|2007-10-31T03:30:00Z|2008-04-17T17:02:00Z
BU|TST|1|177.94|NA|177.94|0.00|2008-04-18T20:39:00Z|2008-04-18T20:39:00Z
BU|TST|159|173.08|20.42|173.36|4.79|2008-04-19T05:58:00Z|2011-01-17T19:20:00Z
BU|TST|2|-24.67|59.46|-24.67|62.34|2011-04-03T20:06:00Z|2011-05-10T08:55:00Z
BU|TST|87|1.69|7.38|0.72|7.01|2011-05-15T18:37:00Z|2013-07-03T03:40:00Z
BU|TST|7|16.07|3.36|15.88|4.03|2013-07-06T05:05:00Z|2013-09-01T11:52:00Z
BU|TST||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=WAX,MINCC=0.80,XYFILE=BU.WAX.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|WAX|2|-78.82|33.18|-78.82|34.78|2008-06-10T05:49:00Z|2008-07-19T09:27:00Z
BU|WAX|2|-132.10|60.43|-132.10|63.35|2008-08-14T15:10:00Z|2008-12-06T10:55:00Z
BU|WAX|1|-125.83|NA|-125.83|0.00|2009-12-09T09:46:00Z|2009-12-09T09:46:00Z
BU|WAX|123|-123.45|3.87|-123.69|3.38|2009-12-09T21:29:00Z|2010-12-21T14:07:00Z
BU|WAX|130|-117.94|11.27|-119.52|3.55|2010-12-23T14:00:00Z|2013-01-05T08:58:00Z
BU|WAX|60|0.48|4.70|0.26|2.91|2013-02-06T00:07:00Z|2013-09-02T04:30:00Z
BU|WAX||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=XUH,MINCC=0.80,XYFILE=BU.XUH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|XUH|100|1.09|8.19|0.35|3.62|2007-09-27T19:57:00Z|2009-08-16T12:49:00Z
BU|XUH|1|4.02|NA|4.02|0.00|2009-08-30T14:51:00Z|2009-08-30T14:51:00Z
BU|XUH|4|0.50|41.26|-2.05|35.85|2009-09-02T07:55:00Z|2010-01-02T08:45:00Z
BU|XUH|2|9.37|82.49|9.37|86.48|2010-01-09T05:51:00Z|2010-11-26T17:36:00Z
BU|XUH|1|4.35|NA|4.35|0.00|2011-03-17T02:48:00Z|2011-03-17T02:48:00Z
BU|XUH|157|5.51|5.97|5.44|4.73|2011-03-31T00:11:00Z|2013-09-02T04:30:00Z
BU|XUH||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=ZHL,MINCC=0.80,XYFILE=BU.ZHL.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|ZHL|67|97.19|11.10|95.58|4.52|2007-09-12T11:10:00Z|2008-06-22T23:56:00Z
BU|ZHL|1|98.20|NA|98.20|0.00|2008-06-28T12:54:00Z|2008-06-28T12:54:00Z
BU|ZHL|81|93.64|15.00|94.17|5.03|2008-07-14T04:44:00Z|2011-03-17T02:48:00Z
BU|ZHL|79|2.05|6.61|2.30|4.42|2011-03-26T22:49:00Z|2012-07-25T00:27:00Z
BU|ZHL|16|-31.79|11.11|-31.77|5.59|2012-07-25T11:20:00Z|2012-11-02T18:17:00Z
BU|ZHL|45|2.33|4.59|1.90|2.95|2012-11-12T20:42:00Z|2013-09-01T11:52:00Z
BU|ZHL||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=ZJT,MINCC=0.80,XYFILE=BU.ZJT.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|ZJT|309|-1.38|5.85|-1.60|4.09|2009-12-27T13:19:00Z|2013-09-02T04:30:00Z
BU|ZJT||||||2013-09-02T04:30:00Z|NULL
#NET=BU,STA=ZKD,MINCC=0.80,XYFILE=BU.ZKD.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|ZKD|4|-10.27|12.40|-9.73|14.16|2008-04-16T08:11:00Z|2010-10-08T05:43:00Z
BU|ZKD|227|0.84|6.24|0.57|5.26|2010-10-10T06:08:00Z|2013-09-01T11:52:00Z
BU|ZKD||||||2013-09-01T11:52:00Z|NULL
#NET=BU,STA=ZUH,MINCC=0.80,XYFILE=BU.ZUH.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
BU|ZUH|78|-129.41|4.73|-129.37|2.67|2009-12-09T09:46:00Z|2010-12-21T14:07:00Z
BU|ZUH|4|-88.39|55.46|-113.34|10.14|2010-12-23T14:00:00Z|2011-03-17T02:48:00Z
BU|ZUH|7|-4.16|10.45|-1.52|7.89|2011-04-01T13:29:00Z|2011-05-04T17:38:00Z
BU|ZUH|1|0.80|NA|0.80|0.00|2011-05-10T08:55:00Z|2011-05-10T08:55:00Z
BU|ZUH|175|-0.62|3.89|-0.52|3.16|2011-05-14T21:07:00Z|2013-09-01T11:52:00Z
BU|ZUH||||||2013-09-01T11:52:00Z|NULL
#NET=CC,STA=AXX,MINCC=0.80,XYFILE=CC.AXX.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|AXX|39|0.16|4.34|0.12|4.17|2008-07-05T02:12:00Z|2009-03-30T12:07:00Z
CC|AXX||||||2009-03-30T12:07:00Z|NULL
#NET=CC,STA=BNX,MINCC=0.80,XYFILE=CC.BNX.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|BNX|15|-7.85|26.30|-1.65|33.27|2008-08-08T06:37:00Z|2009-02-18T21:53:00Z
CC|BNX||||||2009-02-18T21:53:00Z|NULL
#NET=CC,STA=CAD,MINCC=0.80,XYFILE=CC.CAD.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|CAD|52|-1.96|7.40|-1.48|5.57|2008-07-05T02:12:00Z|2009-03-30T12:07:00Z
CC|CAD||||||2009-03-30T12:07:00Z|NULL
#NET=CC,STA=CD2,MINCC=0.80,XYFILE=CC.CD2.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|CD2|14|-7.10|10.55|-4.94|1.84|2008-07-05T02:12:00Z|2008-09-11T00:20:00Z
CC|CD2|1|-1.19|NA|-1.19|0.00|2008-10-23T09:21:00Z|2008-10-23T09:21:00Z
CC|CD2|19|-3.89|3.39|-4.30|3.54|2008-10-23T10:04:00Z|2009-03-28T17:59:00Z
CC|CD2|1|3.37|NA|3.37|0.00|2009-03-30T12:07:00Z|2009-03-30T12:07:00Z
CC|CD2||||||2009-03-30T12:07:00Z|NULL
#NET=CC,STA=CN2,MINCC=0.80,XYFILE=CC.CN2.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|CN2|21|-5.53|7.51|-4.04|3.99|2008-07-14T04:44:00Z|2008-11-02T13:48:00Z
CC|CN2|1|-4.76|NA|-4.76|0.00|2008-11-07T07:19:00Z|2008-11-07T07:19:00Z
CC|CN2|17|-6.97|4.09|-7.29|4.00|2008-11-16T12:20:00Z|2009-03-30T12:07:00Z
CC|CN2||||||2009-03-30T12:07:00Z|NULL
#NET=CC,STA=CNS,MINCC=0.80,XYFILE=CC.CNS.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|CNS|23|-4.22|7.52|-3.74|3.56|2008-07-05T02:12:00Z|2008-10-07T10:00:00Z
CC|CNS|1|-6.96|NA|-6.96|0.00|2008-10-11T09:06:00Z|2008-10-11T09:06:00Z
CC|CNS|23|-4.84|8.01|-6.14|2.49|2008-10-19T05:10:00Z|2009-01-22T13:40:00Z
CC|CNS|1|-6.49|NA|-6.49|0.00|2009-01-28T00:01:00Z|2009-01-28T00:01:00Z
CC|CNS|4|-10.32|8.08|-7.57|3.18|2009-02-18T21:53:00Z|2009-03-24T23:28:00Z
CC|CNS|1|-13.27|NA|-13.27|0.00|2009-03-28T17:59:00Z|2009-03-28T17:59:00Z
CC|CNS||||||2009-03-28T17:59:00Z|NULL
#NET=CC,STA=DHC,MINCC=0.80,XYFILE=CC.DHC.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|DHC|73|-5.18|24.56|-10.31|10.81|2008-07-11T09:58:00Z|2009-10-29T17:44:00Z
CC|DHC||||||2009-10-29T17:44:00Z|NULL
#NET=CC,STA=DL2,MINCC=0.80,XYFILE=CC.DL2.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|DL2|39|0.15|4.99|0.21|3.85|2008-07-14T04:44:00Z|2009-03-30T12:07:00Z
CC|DL2||||||2009-03-30T12:07:00Z|NULL
#NET=CC,STA=GAN,MINCC=0.80,XYFILE=CC.GAN.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|GAN|121|1.35|6.27|2.11|5.16|2007-09-12T11:10:00Z|2008-11-27T17:31:00Z
CC|GAN|1|2.01|NA|2.01|0.00|2008-11-28T08:50:00Z|2008-11-28T08:50:00Z
CC|GAN|30|3.45|5.96|3.84|4.34|2008-12-06T10:55:00Z|2009-04-15T20:01:00Z
CC|GAN||||||2009-04-15T20:01:00Z|NULL
#NET=CC,STA=GOM,MINCC=0.80,XYFILE=CC.GOM.XY
#NET|STA|NO.EVENT|MEAN|STD|MEDIAN|MAD|STARTTIME|ENDTIME
CC|GOM|25|4.12|7.83|3.48|10.65|2008-07-19T02:39:00Z|2009-03-30T12:11:00Z
CC|GOM||||||2009-03-30T12:11:00Z|NULL
